TransID,CustID,TransTotal,TransNumItems,TransDesc
195670,41,50.32,6,Commercial guess sister.
195675,123,54.31,14,Myself section over.
195679,76,51.59,8,Left step action floor.
195738,32,58.93,10,Religious carry trade.
195740,182,36.53,11,College behavior feel.
195743,205,49.95,1,Entire environmental will.
195751,97,84.63,12,Poor crime majority.
195767,35,88.34,4,Professional within.
195811,24,30.38,6,Doctor music together exactly.
195849,219,40.04,13,There realize teacher.
195864,81,46.45,4,Yard discussion building hundred.
195950,92,60.43,15,Page send character memory.
195962,154,21.45,10,Others quickly card.
195979,153,37.12,10,Industry himself discuss.
196007,194,81.22,1,Protect account central.
196037,229,37.86,13,Woman employee plan.
196048,122,22.34,15,Seem movement thought.
196056,91,32.59,3,Friend simply give challenge.
196091,89,81.94,9,Mission agent score.
196111,134,93.32,10,Sometimes high water.
196114,27,55.95,11,Risk far hard thank.
196128,199,94.74,5,Rate quality improve.
196150,96,11.12,7,Month cold day according.
196178,12,41.03,7,Matter care our method.
196183,93,58.72,7,Democrat example especially.
196191,26,18.59,3,Walk western center.
196214,22,81.05,1,Matter education road.
196218,134,51.67,13,Position decade black.
196237,117,51.9,10,Read occur important.
196249,30,19.48,1,Environmental student field.
196257,45,11.16,12,Toward statement attorney.
196276,0,80.04,15,Skill customer officer.
196303,197,79.51,7,Factor enter impact.
196306,197,18.78,6,Democratic remember.
196314,117,34.87,7,Include light magazine.
196321,82,58.9,10,Effect former already.
196327,184,94.96,11,Woman member indeed for.
196354,212,78.82,12,Imagine time compare.
196374,57,44.25,14,Inside establish figure.
196394,188,90.43,13,Reduce main poor step.
196412,50,77.36,8,Recently conference.
196433,95,14.98,13,Couple pressure near.
196459,22,60.53,3,Professional available.
196463,96,63.56,1,Leg indicate citizen.
196464,92,46.61,7,Sign strategy see argue.
196490,160,53.13,12,Still message movie.
196525,43,71.51,6,Personal deep exist.
196563,153,29.5,12,Since seat production.
196627,77,62.55,7,Kitchen cup majority.
196629,89,60.38,5,Carry building budget.
196643,136,46.42,9,Response American center.
196656,95,72.19,8,Foreign doctor before.
196672,96,95.81,9,Action specific understand.
196674,140,31.83,8,Check study research.
196685,206,45.35,14,City student listen.
196690,206,27.05,7,Policy draw organization.
196693,148,61.25,14,Structure go simple live.
196695,131,52.46,4,Computer stop anyone.
196770,129,87.21,2,Another station drop.
196774,114,23.11,10,Establish wind another.
196809,189,61.63,13,Member responsibility gas network.
196811,36,54.03,10,Already inside miss or.
196830,71,10.8,13,Writer official beat.
196858,83,11.77,4,Before reveal Congress.
196862,173,62.37,2,Realize hundred free.
196869,38,47.71,11,Down true character.
196886,7,42.62,3,Organization answer.
196887,243,12.65,9,Purpose rule set both.
196893,136,65.29,8,Her kitchen employee.
196907,120,47.4,15,Drop under official economy.
196938,51,51.62,4,Participant much mention.
196957,122,45.38,2,Child something police.
196968,238,63.09,8,Machine explain suggest.
196984,206,12.19,4,Behavior player office.
197007,1,57.86,3,See up successful word.
197024,126,69.66,10,Find candidate free.
197040,42,11.43,8,Partner friend affect.
197069,16,26.9,13,Remember center suggest scientist.
197071,80,19.33,8,Daughter goal these.
197100,83,67.49,10,Listen probably crime.
197153,52,78.88,10,Plan court into maybe.
197165,111,52.26,9,Customer game occur.
197171,78,97.52,8,New up generation mission.
197177,83,41.26,3,Occur certainly address.
197222,223,85.31,10,Quality market prepare itself.
197262,65,72.78,13,Keep produce finally.
197294,19,60.91,4,Professional north here charge.
197324,244,15.45,15,See professor performance positive.
197325,187,46.98,3,Education body skill.
197348,14,41.48,5,Shoulder suffer lead.
197349,110,95.13,14,Short eight support.
197362,189,63.11,8,Those reveal executive animal.
197391,139,48.33,10,Town pretty think well.
197402,83,25.8,4,Commercial investment authority.
197423,213,20.56,7,Peace determine front art.
197447,6,47.87,6,Authority process myself.
197461,8,94.44,15,Change media trouble.
197482,94,72.07,14,Relationship anyone prepare.
197483,219,80.33,6,Understand recently give six.
197486,203,82.19,2,Difference member stand.
197490,148,10.73,6,Machine high really.
197560,6,34.12,15,Agency resource international.
197613,125,42.33,5,Democratic election.
197640,130,49.3,2,Campaign bar station.
197677,66,89.54,13,Expert effort ability.
197695,118,23.36,6,Scene commercial discuss.
197704,10,54.3,15,Full support ability.
197739,54,70.41,6,Quickly really coach.
197825,121,86.94,11,Skill debate possible.
197856,59,28.9,8,Main mention continue will.
197880,52,89.33,13,Business four discussion.
197887,214,73.77,15,Another marriage buy.
197915,196,29.88,1,Research difference.
198045,162,91.94,12,Half food candidate.
198069,45,69.5,5,Third expert everybody.
198117,6,76.55,15,Case remain fly left.
198196,75,87.17,2,Marriage individual.
198210,51,43.93,7,The common concern agree.
198242,181,75.3,7,Growth better radio.
198268,178,20.23,1,Responsibility send sing.
198272,44,67.84,11,Shoulder clearly cost.
198334,227,82.36,7,Information increase.
198336,170,63.34,12,Remain story operation.
198361,110,80.53,11,Participant her true.
198380,29,55.51,10,House occur position.
198383,191,20.44,12,Design too five leader.
198390,169,48.64,15,Rather opportunity garden.
198413,65,34.4,11,Until month without fly.
198438,210,42.94,15,Soon president policy all.
198439,153,38.16,1,Office often experience.
198445,197,27.6,2,Computer board inside.
198460,75,56.76,1,Continue former sport.
198465,194,56.3,15,Despite society open.
198490,49,59.47,1,Clear tend decision.
198492,77,86.86,3,Tree administration join.
198493,65,12.82,14,President reveal list.
198517,108,22.8,6,Professor former difference foot.
198528,249,84.09,13,Treatment fish produce.
198556,15,33.35,15,Song since particularly writer.
198572,229,68.29,6,Themselves ball radio.
198580,212,91.88,15,Student international.
198594,41,66.99,13,Then environmental sing.
198624,243,98.25,10,Your go should call.
198627,37,76.01,6,Official family professor.
198634,210,79.42,12,Picture surface administration.
198641,42,48.31,11,Debate explain sound.
198659,13,85.14,7,Control section base.
198661,181,88.48,11,Thing affect television.
198670,184,27.03,1,Strategy into protect point.
198678,144,12.02,15,Less entire ago happen.
198708,4,61.97,3,Study still authority.
198710,155,35.63,12,International watch court.
198729,30,26.41,1,Training different open.
198754,217,22.57,10,Accept better believe treat.
198779,142,94.03,5,Remember than discover.
198802,21,86.36,7,Garden name sign bring.
198812,237,56.68,13,Responsibility employee.
198832,127,58.28,4,Recently across blue.
198876,34,34.68,6,Teacher concern coach.
198899,198,45.13,3,Among trouble statement present.
198903,169,74.6,13,Direction ready site.
198911,111,64.98,9,Field there until difference.
198937,74,30.9,2,Clearly camera technology.
198981,57,38.65,7,Table operation approach.
198987,238,60.41,13,Response foot money.
199035,121,90.41,1,Although summer before.
199085,35,13.96,5,Strong myself check.
199122,26,84.88,7,Although help visit.
199123,82,25.23,2,Exactly only trip staff.
199133,29,20.57,4,Purpose trial southern reach.
199166,75,34.11,15,Some Mr figure identify.
199224,1,98.2,4,Meeting stand senior.
199243,14,10.67,1,Her station foreign.
199262,212,95.23,9,Man avoid interview consider.
199287,206,74.67,13,Usually direction hold.
199297,222,82.11,4,Develop control already.
199327,92,14.67,1,Suffer left others they.
199333,48,81.63,15,Statement never parent outside.
199346,136,41.84,5,Police order improve.
199349,109,63.97,6,Impact address total.
199358,245,48.15,13,Far activity start side.
199366,109,24.97,9,Answer despite already.
199380,144,16.21,5,Become local national.
199409,20,96.1,13,Blue religious these.
199428,179,87.09,11,Behind help perhaps.
199446,162,58.89,5,Less board positive.
199462,148,59.58,8,Always couple decade.
199498,59,16.31,10,Meet Mrs special stand.
199526,87,37.62,8,Government pay seat.
199538,145,77.99,7,Campaign project provide.
199547,123,74.86,1,Sit operation beyond.
199567,28,48.58,4,Pm condition chance.
199580,73,53.34,9,Speak the something.
199611,108,27.68,4,Result table performance.
199628,43,77.77,3,Firm better difficult.
199639,19,43.17,12,Trip away opportunity.
199645,222,18.44,3,Couple amount across.
199652,229,61.22,12,Serve democratic identify.
199703,141,26.31,6,Billion center notice.
199714,73,65.48,2,Discussion door audience.
199740,2,98.02,3,Scientist worry five.
199762,163,32.92,11,Individual himself wonder space.
199766,19,35.64,10,Free prove attention close.
199771,83,56.37,6,Particularly benefit.
199886,172,55.68,5,About person individual.
199944,93,64.22,11,With value stay now.
199992,35,57.86,11,New agreement region.
200044,133,26.1,10,Old although response back.
200072,156,54.74,6,Prevent whole crime.
200093,230,95.84,15,Spend until concern.
200119,129,79.43,15,Whatever certain some.
200145,23,37.13,11,Local especially and.
200161,46,60.5,12,Answer might force name.
200171,130,65.0,14,Different author while.
200194,66,45.19,5,Serve political knowledge.
200220,228,65.53,13,Operation ask wind market.
200247,238,17.41,3,Turn win health although.
200359,131,42.96,6,Difficult song common.
200402,11,38.62,4,Understand government those.
200431,239,25.24,14,Account factor garden resource.
200469,0,71.97,1,Upon above everybody space.
200476,92,64.59,9,Blue performance bag.
200531,127,45.06,15,Movement force body.
200532,164,61.08,13,Personal happen board.
200573,126,23.91,7,President political great.
200588,108,90.91,6,By especially but serious.
200598,36,33.21,4,Seat available watch.
200647,8,80.01,10,Available result send animal.
200650,94,97.2,1,Itself he ground stock.
200660,113,87.28,5,Difficult field medical.
200661,51,38.72,2,Life kid nation street.
200665,138,56.4,14,Stage space security.
200679,82,23.52,8,Trade home audience.
200682,248,31.62,10,Should seven expert.
200689,7,40.16,13,Organization chance.
200733,98,13.65,3,Single recognize deep.
200746,158,85.61,7,Spend should feeling senior.
200762,17,94.21,11,Right although should.
200809,142,21.6,2,Service fund party first.
200826,105,89.26,7,Meet assume because.
200833,227,61.28,3,Station affect popular.
200838,20,19.06,6,Water property people option.
200875,170,94.11,9,Nice thousand mission.
200919,164,88.98,3,Whether million material.
200928,92,82.71,7,Reach campaign entire.
200941,115,55.84,2,Garden often finally.
200975,112,48.11,10,Window thought evidence himself.
200986,174,81.4,7,Current professional peace for.
201004,175,45.67,9,Occur major still yet.
201014,41,25.58,11,Professor production.
201037,172,52.27,6,Prevent there modern.
201041,29,13.34,2,Sure development society.
201052,101,41.45,7,Account student collection.
201056,103,58.63,13,Possible win factor.
201085,238,77.98,1,Then skill conference.
201120,0,35.97,8,Present another side.
201163,137,53.77,15,Red employee specific.
201198,32,36.86,12,Morning month fine drug.
201207,154,27.64,14,Economic message debate.
201231,80,70.28,14,Nation positive kid.
201245,131,68.25,14,Already finally international.
201265,183,38.8,8,Fear choice benefit.
201335,206,25.86,4,General bill decide.
201366,179,95.63,13,Operation wait choose.
201369,47,73.26,14,Cold kitchen myself.
201433,232,88.92,4,Kitchen anyone into.
201441,118,53.14,4,Management hope food.
201446,5,35.65,15,Interesting money develop.
201447,116,89.75,14,Room commercial wrong.
201461,24,27.73,8,Candidate road important.
201521,121,82.45,4,Condition outside clearly.
201530,36,44.85,6,Produce treatment indicate.
201532,208,83.94,8,Situation firm institution.
201557,213,82.07,10,Short nation soldier everything.
201622,91,91.82,5,Claim important memory.
201625,198,94.44,2,Determine water table.
201634,187,80.9,6,Meeting popular military industry.
201636,1,39.0,8,Peace hold indicate.
201641,121,53.42,6,Material strategy without draw.
201658,128,87.33,3,Computer opportunity.
201717,164,71.81,2,Have soon determine realize.
201742,121,36.74,15,Say she another human.
201756,14,85.87,2,Building individual outside.
201765,193,47.6,7,Into realize something.
201788,50,82.89,14,Understand sometimes require.
201827,201,20.6,13,Family mind ability degree.
201837,200,55.35,12,Evening rock throughout.
201889,167,83.81,15,Recently war realize.
201892,90,79.99,13,Reveal politics rule hot.
201906,52,98.97,1,Actually detail base.
201917,4,32.42,9,Subject forward and.
201953,171,25.19,6,Indeed light method.
201986,159,69.43,6,Until answer finish.
201987,147,98.34,8,Establish between become.
202010,102,74.84,14,Record expect reflect simple.
202071,102,92.27,12,Religious toward action.
202081,64,65.17,8,Maintain century those.
202095,248,92.99,14,Conference industry.
202113,245,55.8,7,Surface attorney test.
202142,33,93.42,6,Month Mrs great visit.
202158,131,97.21,8,Often represent business game.
202163,217,27.7,15,Happen himself expect.
202169,121,61.66,1,Ten catch wall others.
202200,89,74.0,12,Together least understand.
202252,132,97.04,12,Realize candidate some.
202280,33,94.46,10,Instead consider clear local.
202304,187,67.7,8,Responsibility education past.
202323,173,11.04,15,Whatever particular receive collection.
202360,20,38.33,9,Class future beyond everyone.
202420,238,83.8,15,Fish establish such.
202483,204,30.09,5,Building meeting surface.
202522,80,14.96,12,Before clear modern performance.
202531,137,18.74,11,Treatment community season.
202541,178,12.46,9,Hospital operation loss.
202547,146,47.47,10,Experience reach serve.
202568,235,31.14,5,Someone religious choice.
202624,239,82.28,13,Fish newspaper bad throughout.
202646,208,54.35,8,Nothing agency part.
202672,111,99.15,4,Throw American room.
202690,158,70.82,5,Door culture put or.
202712,100,77.25,7,Performance test of.
202716,12,10.38,5,Whose enter professor nearly.
202733,92,84.49,1,Property community ago conference.
202783,28,88.38,4,Population national despite.
202792,215,84.46,10,Building season sense.
202838,78,49.01,4,Crime rock save tough.
202851,132,96.76,13,Television maintain.
202883,76,17.09,2,Task commercial film.
202971,152,68.24,10,Citizen series participant.
202973,197,28.51,6,Health heavy across.
203029,115,60.27,8,Four contain choose.
203043,218,70.01,1,Myself leg financial.
203044,162,75.93,6,Head expect serious.
203111,197,76.27,1,Vote believe course.
203129,214,88.06,12,Resource measure speech democratic.
203179,124,70.31,5,Control consumer why senior.
203183,166,15.64,8,Growth newspaper money him.
203191,26,28.93,2,Performance open little.
203210,72,49.48,6,Speak describe team international.
203247,102,80.59,8,Face another across.
203256,26,64.52,15,Side market conference.
203259,81,85.01,5,Style analysis yeah.
203260,36,90.12,13,Month every why condition.
203286,140,74.75,8,Especially decade well.
203305,127,81.06,1,Before simply record.
203322,108,29.44,1,Paper production personal.
203341,239,28.79,12,Represent sense generation.
203356,139,93.75,9,Before answer anything actually.
203357,68,61.19,11,Government need join.
203364,22,97.72,4,Sit describe certain.
203455,39,89.36,15,Pressure guy section.
203468,121,19.46,8,Development main foot.
203500,208,75.01,7,Court material service.
203507,240,61.83,7,Do land key behavior.
203508,100,61.36,9,Operation certainly magazine.
203511,232,85.99,2,Paper college community.
203525,75,29.67,9,Decade wide probably.
203548,16,91.17,3,Throughout fine democratic.
203588,137,59.24,13,Vote free simply unit.
203657,110,13.56,12,Mention in statement.
203690,237,22.79,2,Necessary society pattern future.
203694,83,88.05,1,Suffer too method thought.
203696,129,52.75,13,Executive assume Mrs beyond.
203731,184,19.97,15,American floor third.
203782,145,40.61,10,Board behavior trial.
203821,137,60.1,7,Determine box though.
203848,132,65.74,11,After very save operation.
203883,124,17.84,5,Others inside start.
203886,31,14.64,1,Bed physical organization.
203931,85,14.04,14,She perhaps building difference.
203968,142,84.53,6,Watch edge government.
203971,10,48.5,11,Ready reduce allow analysis.
203973,52,85.48,15,Approach relate method.
203974,66,58.57,10,Republican set service.
203977,8,90.35,2,Practice those science keep.
204010,110,50.68,8,Course interest student.
204028,150,89.04,11,Congress manager could.
204029,83,16.21,11,Season contain thank.
204073,24,55.9,9,Opportunity also tough population.
204103,44,63.72,9,Close institution against.
204140,96,18.87,4,Method water officer.
204167,233,33.46,2,Environmental protect job.
204181,51,76.15,4,Knowledge particularly.
204191,28,67.12,12,Reach tough message.
204205,229,18.24,12,Main cultural drop box.
204223,56,28.7,7,Both indicate experience.
204282,123,49.67,4,Consumer beyond ball.
204283,0,12.17,12,At recently language.
204329,206,89.08,5,Hit security wonder.
204332,195,91.72,1,Certainly environmental thank.
204342,139,19.68,2,Exactly window material.
204356,33,33.54,15,Candidate market speech small.
204371,158,59.48,5,Stand central chair.
204381,30,82.22,12,Trouble activity condition.
204451,97,96.12,4,Wonder everybody show fast.
204467,35,59.09,14,Risk decision garden.
204512,87,33.17,15,Forward suffer long.
204518,120,88.07,7,Red discussion must.
204538,133,97.44,10,Hard would together military.
204620,103,39.77,12,Game language movement.
204631,97,67.68,2,Next happen mention cell.
204671,2,50.38,14,Foot leader adult war.
204684,209,13.77,7,Natural natural study.
204747,190,37.73,8,Shoulder truth under.
204753,39,25.51,7,Message receive she.
204767,173,91.03,11,Participant population.
204773,202,98.46,1,Moment move group defense.
204784,241,69.95,3,Pick mention research.
204791,196,80.8,1,Sea it society fact.
204826,49,16.12,5,Reality really management.
204892,147,40.92,15,Skill operation beautiful.
204961,153,54.03,9,Person door thousand.
204974,66,30.94,10,Clearly both military.
205003,63,38.17,12,Democrat yeah brother.
205025,123,76.63,6,Buy newspaper remain eye.
205053,91,80.44,10,Majority dinner country be.
205095,97,38.52,1,Product understand what.
205103,1,81.86,13,Listen imagine idea.
205108,117,39.53,10,Finish speak house save.
205115,211,40.71,9,Culture choose play.
205131,18,36.66,1,Especially quickly pick.
205139,192,82.39,7,According upon back girl.
205143,236,49.87,6,Material young need.
205235,226,21.7,9,Eye decision friend.
205245,3,54.17,6,Decision matter pattern American.
205254,108,34.01,14,Through station open your.
205264,72,30.78,14,Position window professional.
205290,60,28.05,11,Assume yourself site.
205325,86,61.99,6,Entire trouble read.
205351,64,42.29,11,Find some successful.
205355,0,56.67,11,Character paper write each.
205363,28,12.34,14,Father very institution.
205387,31,56.92,3,Arm measure important line.
205412,93,19.97,8,Available town though.
205452,175,93.38,7,Attention garden billion.
205458,52,42.3,5,Feeling relate allow.
205492,243,99.6,10,Response data eight.
205501,171,57.04,4,Maybe road cold environmental.
205516,75,79.22,11,Realize government record.
205537,228,44.08,15,Could hear share community.
205556,222,45.88,12,Ask knowledge power.
205569,1,13.53,14,Win experience former.
205594,206,19.47,11,Since statement gun.
205618,61,88.2,10,Debate choose similar.
205641,138,69.72,15,Bed player Republican.
205648,33,85.06,6,Impact heavy evening.
205649,244,66.68,15,Thus senior recognize.
205663,145,22.95,3,Success hospital rise wide.
205664,248,12.77,10,Network cold generation.
205725,36,92.23,1,Wait employee series.
205744,190,64.59,4,Somebody toward many single.
205795,208,89.39,8,Deep describe avoid.
205803,214,92.32,2,Several open full treat.
205860,169,51.27,8,Go toward feel story.
205887,225,91.36,13,North participant conference.
205928,48,96.68,3,Two eye strategy fill.
205963,32,89.18,14,Material rich behind.
205967,44,86.65,5,Include morning sure general.
205980,228,41.12,14,Mother direction daughter.
205998,35,39.54,6,Offer Congress someone daughter.
206022,150,63.31,5,History mention child.
206056,62,68.92,1,Determine civil account.
206063,142,58.35,7,State pass significant.
206075,139,28.36,8,Yard investment easy.
206079,190,40.28,15,Field phone partner.
206081,202,95.7,7,Person write newspaper.
206091,196,85.59,3,Sometimes win trade.
206101,169,30.49,12,Step institution key.
206125,140,98.45,12,State share measure.
206152,100,19.99,1,Soon fish blue system.
206178,165,85.71,13,Sometimes Republican it.
206202,54,69.7,6,Test worry economic.
206215,200,41.45,11,Show evidence boy week.
206217,160,84.74,15,Cell available watch.
206221,78,75.69,8,Practice music performance.
206227,194,11.71,8,Power single already.
206269,108,33.09,2,Movie weight course.
206278,245,94.9,9,Rule bit allow customer.
206289,141,91.33,1,Stay along high only.
206310,59,28.13,13,Article environment.
206312,27,42.26,13,Operation admit need.
206313,2,33.08,12,Add democratic share.
206323,10,94.69,15,Very collection energy.
206331,130,30.71,2,Report material someone.
206343,187,90.7,4,Positive church keep be.
206388,138,69.76,13,Movement base region decision.
206436,168,95.74,11,Between think concern.
206477,150,49.73,6,Picture tend that per.
206478,43,76.76,1,Future staff machine too.
206552,102,97.09,7,Owner three actually some.
206559,209,78.69,2,Its machine indicate.
206576,103,68.93,3,Affect expert project.
206581,54,94.17,4,Describe democratic.
206587,52,79.24,14,Hard sing letter hand.
206689,124,20.23,13,Several kind process.
206704,2,83.84,3,Whether common commercial.
206709,50,56.23,10,Continue section develop.
206715,201,29.95,13,Money international show.
206766,186,51.14,14,Third opportunity exist.
206833,178,23.94,12,Something author future.
206836,136,82.35,13,Here turn early add.
206875,106,68.65,13,Point wonder dinner.
206912,109,41.09,15,Benefit baby situation.
206956,137,51.77,6,Nearly audience buy.
206958,26,66.03,15,Great national western.
206971,131,68.03,10,Answer require apply.
206980,193,51.41,5,Need weight sound ground.
206993,141,49.45,1,President relate five.
206998,139,98.98,5,Read character across.
207059,154,16.39,3,Mention mother remember.
207066,204,56.74,7,Everyone woman hour.
207088,35,56.73,11,A many environmental.
207102,95,75.81,7,Statement majority vote.
207129,231,82.78,15,Process education buy administration.
207152,48,17.73,10,Group writer science.
207156,198,40.2,11,Sing bank nice large.
207161,122,57.03,13,Public paper effort.
207201,11,77.08,10,Yard treatment vote.
207218,119,41.79,6,Establish turn leader.
207230,10,50.41,5,Think throw maintain.
207274,154,84.6,4,Yourself individual.
207311,219,20.71,3,Movie business friend.
207346,54,45.28,6,Use into still population.
207351,12,28.98,5,Consumer movie born.
207385,248,29.47,12,Property film whole car.
207399,0,67.56,11,Attention particularly.
207408,74,13.13,13,More nothing knowledge.
207411,243,25.27,4,Garden business bar.
207414,59,92.2,8,Adult employee else.
207416,225,51.92,13,Response they career relate.
207420,246,23.49,15,Raise play job night.
207458,127,48.84,13,Close executive save.
207484,126,75.24,5,Particular generation respond.
207491,171,91.09,9,Name live better population.
207522,218,48.51,2,Interesting anything.
207532,199,78.04,15,Three statement understand type.
207583,213,87.27,7,Alone minute economy.
207609,194,51.35,10,Meet environment out.
207643,100,87.33,13,Green southern agree.
207664,134,39.31,4,Hundred general current.
207677,209,95.95,11,Training physical debate.
207703,97,30.03,12,Development tough body pay.
207720,153,45.29,10,Evidence money remember.
207725,86,18.52,6,Conference common check.
207762,238,47.63,1,Entire room customer.
207803,213,79.37,11,Southern serve hard.
207807,104,32.48,7,Responsibility easy whose.
207818,14,15.45,5,Together big something.
207837,44,78.51,6,My truth particularly.
207849,249,22.39,5,Newspaper back return.
207859,177,29.71,13,Themselves house knowledge.
207863,128,37.06,15,Decision adult structure.
207886,72,97.77,8,Spring laugh machine.
207902,84,23.87,14,Free great could teach.
207932,110,69.64,14,International amount.
207969,123,71.22,7,North direction right.
207978,94,36.03,9,Improve movie forward.
208041,85,64.74,6,Million ago because.
208060,46,43.92,10,Economic health name.
208144,156,81.65,9,Service response final.
208166,27,59.36,3,Itself machine officer.
208178,96,20.43,1,Official discussion drop.
208193,47,97.12,4,Truth place building girl.
208219,134,81.19,3,That own speak bill.
208253,245,88.15,8,Amount she magazine.
208259,190,23.37,8,Message teach great.
208269,110,11.16,7,Condition large cover.
208313,183,50.05,11,Authority free current.
208323,68,61.03,10,Sometimes which whose.
208327,242,49.59,14,Then enough interview.
208375,86,61.61,11,Concern administration firm.
208413,73,48.86,12,Century condition fast.
208427,95,43.47,3,Film home treatment.
208431,27,98.42,1,Hold field population.
208438,108,52.19,11,International view along.
208479,223,41.21,7,Court yet education.
208482,54,51.34,6,North article movement save.
208523,7,67.17,2,Candidate political understand.
208543,60,81.24,7,Later perform behind.
208569,45,42.91,15,You much institution.
208578,47,65.89,5,Standard though become yard.
208600,146,45.97,9,Really behavior poor.
208672,210,85.93,4,Would other other season.
208678,143,24.51,2,Market traditional imagine.
208706,189,31.61,15,Treat view young away.
208721,233,51.05,6,Language look but local.
208777,152,22.2,5,Operation show commercial.
208819,188,50.48,13,Especially offer whole.
208834,161,24.6,11,Sell history college imagine.
208835,221,62.87,5,Must subject through.
208860,228,37.82,8,While garden everyone.
208861,171,39.19,9,There media politics.
208928,48,63.03,7,Wide treat television statement.
209060,238,42.8,6,Condition real throughout.
209090,172,77.67,8,Describe include call.
209105,168,38.76,11,Investment Democrat condition.
209111,234,11.85,5,Particular west expect.
209131,220,67.64,12,Behind benefit family.
209174,248,36.91,2,National prepare attorney.
209181,40,41.47,9,Type evidence thought his.
209199,244,25.45,15,These feeling happy think.
209224,147,55.22,2,Arrive challenge second.
209306,132,70.31,4,Professor decade power second.
209351,164,68.37,9,Remember series Congress.
209393,216,36.91,14,Like check them local.
209403,90,77.14,4,Wear water laugh within.
209414,202,18.71,2,Brother along health.
209448,176,30.65,2,Line better computer do.
209470,248,54.22,1,Land participant coach.
209484,91,33.15,7,Imagine enter several.
209501,179,34.18,5,Finally treatment popular.
209512,14,99.06,5,Almost newspaper other.
209557,140,40.02,11,Party poor language list.
209638,84,82.41,8,Memory century crime.
209658,235,51.79,3,Good would conference.
209682,189,64.33,10,Lot collection country deal.
209769,110,31.24,5,Production anyone race.
209796,136,95.93,13,Responsibility especially.
209801,52,47.87,12,Line hit store watch.
209890,181,48.48,15,Around teach relationship.
209891,81,18.36,12,Bag professional beyond.
209917,209,48.8,9,Represent you begin.
209923,80,42.94,6,Important follow sense.
209961,87,43.37,9,Nice position could.
209977,25,40.62,14,Middle official conference.
209984,223,86.68,9,Recently meet money.
210021,137,41.91,11,Space always story college.
210022,170,85.27,3,Far clear find officer.
210050,60,50.63,6,Here general financial.
210061,197,30.55,8,Figure party effect.
210073,63,78.48,4,Rise imagine writer form.
210138,140,70.12,3,Describe Mr network.
210140,231,10.2,15,Stage final receive.
210167,0,84.66,15,Issue military seem.
210240,107,78.51,1,Political eat general.
210281,81,41.69,13,Picture several development.
210293,211,54.14,12,Subject religious approach.
210311,20,63.0,7,Police heart everything.
210320,225,72.57,9,Oil Republican Congress.
210376,91,77.74,1,Day catch individual.
210413,102,70.66,15,Region final worker.
210449,192,53.69,11,Since local especially.
210462,135,69.56,12,Western appear truth.
210519,32,96.65,14,Pass administration.
210537,94,18.0,6,Knowledge cell hope.
210551,246,29.25,8,Yourself bag quickly.
210555,41,15.44,15,Some fight beyond school.
210584,232,62.16,6,Drug training could.
210591,160,17.15,14,Example traditional suddenly.
210593,106,41.87,4,Today scientist provide.
210621,65,63.69,7,Wind direction easy teacher.
210624,101,14.49,11,Seat source account.
210658,77,82.17,7,Nice production future.
210672,10,53.38,1,Ever north increase.
210682,183,50.85,2,Child how different.
210711,11,30.76,7,News point building.
210728,245,91.88,13,Statement education red.
210746,224,34.74,3,View eye manage give.
210752,240,72.1,10,Voice hotel despite.
210792,68,71.3,7,Far woman fall already.
210801,220,40.55,7,Water member stand minute.
210821,97,39.2,5,White agency treatment.
210891,19,76.05,14,Prevent billion myself.
210901,110,66.13,15,Different actually ago wrong.
210902,11,47.61,10,Though movie company.
210916,155,92.34,1,Professor help office.
210929,6,51.08,10,How situation purpose.
210935,246,47.3,14,Project officer surface.
211021,130,51.27,3,Support support politics spring.
211031,12,14.79,12,Trouble cell defense.
211045,248,48.65,2,Dog born authority goal.
211046,85,60.04,5,Statement guess either.
211063,161,33.32,6,Feeling you resource.
211069,93,84.31,2,Well institution reality.
211074,135,51.54,2,Poor old field father.
211101,100,61.99,15,Make discuss establish.
211124,99,17.17,4,I beautiful trip loss.
211135,2,58.41,9,Road position campaign.
211146,229,68.56,11,Heart option country often.
211156,53,24.92,1,Civil old commercial.
211171,8,25.5,15,Structure outside role.
211201,48,50.3,1,Career land physical.
211225,27,41.98,3,Night society number.
211244,122,70.81,12,Participant American condition.
211247,10,67.52,14,Trouble federal financial.
211262,5,73.92,13,Part pretty quality family.
211298,32,82.15,8,Soon head subject build.
211352,213,28.46,2,Part together computer.
211364,14,35.75,9,Dinner somebody return voice.
211368,86,51.74,4,Actually sport partner.
211369,193,46.92,10,Likely issue officer next.
211373,5,81.09,3,Individual deep summer.
211398,111,61.14,4,We commercial mission.
211402,123,26.34,15,Hot compare product.
211424,159,45.8,5,A but city interesting.
211512,27,59.32,15,Risk executive sell.
211519,40,36.92,4,Cause determine style.
211537,119,15.19,2,War whatever interest.
211648,66,86.23,8,Himself available hair.
211691,90,24.65,10,President interest politics.
211786,41,55.97,6,Technology four design.
211801,38,78.14,11,Performance join mouth.
211812,18,35.91,9,Include when traditional.
211828,59,39.19,11,Assume many recognize notice.
211836,79,99.92,6,Nothing same lawyer.
211838,39,47.76,9,Article analysis prepare.
211919,214,45.11,5,Inside American allow.
211921,233,35.9,10,Business example officer fire.
211922,61,98.3,4,Carry daughter always.
211936,57,91.07,6,Should increase plan.
211939,167,96.14,2,Strong mention land.
211971,195,59.42,15,Easy especially claim.
212000,231,26.0,3,Condition run audience.
212013,74,53.45,11,Strong draw yet way.
